followers_count,friends_count,statuses_count
1336,630,15398
1334,955,15253
1333,2521,24892
1332,1630,16096
1331,1010,38933
1325,1278,19739
1324,1725,40619
1323,357,2381
1321,1545,31290
1320,45,9086
1319,1175,63958
1319,1288,24284
1313,2165,15943
1307,308,52333
1305,1065,20851
1305,515,38234
1304,1283,43095
1298,1094,29818
1294,948,79568
1291,1002,140740
1291,148,46816
1290,1061,47720
1289,5002,135376
1288,635,83216
1288,635,83217
1288,635,83221
1286,1302,5906
1286,648,21263
1286,1289,3411
1285,929,19005
1285,929,19005
1285,929,19005
1285,929,19005
1285,929,19005
1285,929,19005
1285,929,19005
1281,613,56914
1280,856,13935
1279,2048,3331
1278,1883,1874
1277,557,90551
1277,789,49833
1275,5001,23941
1274,995,70708
1272,1544,8549
1270,1172,1706
1270,1172,1706
1266,733,126495
1263,23,41486
1262,2020,57891
1258,2744,4975
1258,1006,4238
1257,1390,45474
1257,1161,35115
1255,1839,26015
1252,1244,113965
1252,408,15270
1252,1076,32696
1249,1219,71797
1247,727,4834
1246,3815,5904
1245,858,6233
1242,1222,18526
1240,715,85924
1240,1215,17625
1239,1981,81652
1237,1172,25397
1237,1631,206496
1237,172,13155
1233,1846,24270
1231,1925,101477
1229,991,3700
1227,5000,48757
1227,1906,31033
1224,1159,45981
1224,1310,142596
1223,1924,36977
1221,3357,100415
1221,682,9834
1221,2452,14337
1220,502,90969
1217,946,47408
1216,860,202671
1215,2227,10690
1215,1215,9345
1215,550,18463
1205,4846,117823
1204,0,3381
1204,1658,10564
1203,488,1665
1203,924,4520
1200,45,3420
1200,813,22931
1199,3392,31143
1199,2125,42375
1198,892,86749
1197,107,765
1194,1255,4722
1193,1619,14349
1191,1352,57827
1190,1199,15180
1190,1199,15180
1190,1199,15180
1188,898,6956
1188,1434,77529
1188,746,67186
1186,824,114236
1185,521,63705
1183,2960,53760
1180,417,89661
1180,1518,30176
1176,418,13930
1176,1002,9727
1176,1402,12057
1175,447,301327
1173,74,292
1171,1071,63557
1170,4314,16913
1169,429,11168
1165,186,31704
1164,328,152140
1164,619,48140
1163,1833,20550
1159,1711,1953
1159,1711,1953
1158,1086,6082
1158,1086,6082
1158,1242,36492
1157,397,16416
1157,498,1046
1157,246,26494
1154,1289,12508
1152,538,58086
1148,4515,23105
1145,857,1962
1144,1055,187853
1144,1055,187854
1144,25,327
1143,829,6112
1140,1114,52663
1138,490,7746
1138,1202,33614
1137,378,60987
1135,684,109314
1130,986,4208
1130,844,13049
1126,1459,154602
1125,1022,55781
1124,1282,70353
1122,970,66552
1120,2420,17201
1119,1407,64237
1119,1407,64238
1117,1347,7015
1116,1117,3272
1114,2127,10189
1108,973,51616
1108,1943,6606
1107,1410,68927
1105,74,4905
1104,1843,22295
1102,2551,38458
1102,836,7260
1102,28,400977
1101,2769,8541
1100,723,36834
1099,2112,201378
1097,1621,32509
1095,1497,31033
1094,1716,81048
1094,754,83773
1089,966,59406
1089,206,16754
1088,1733,3785
1088,1696,37457
1087,509,76289
1087,1729,3783
1087,1731,3785
1086,944,17552
1086,254,11933
1086,1976,8069
1085,981,4418
1084,2047,24296
1083,923,17778
1083,1121,17870
1081,473,20106
1069,734,88122
1069,1082,37232
1068,962,1767
1068,148,42894
1067,357,28746
1065,2031,92694
1065,832,69203
1065,832,69203
1065,2031,92701
1065,832,69205
1063,1834,22295
1063,2023,18221
1061,1040,30564
1058,1234,12379
1057,606,8028
1056,1824,32522
1056,790,79341
1056,790,79341
1056,790,79341
1054,2249,8488
1053,446,37712
1052,1035,155828
1049,833,231472
1047,620,41885
1047,443,68702
1047,1161,12576
1044,2468,72124
1044,1854,16942
1043,515,2652
1042,1511,82541
1041,651,26851
1040,518,127742
1037,840,9445
1036,507,23131
1036,1513,169769
1033,1043,12069
1032,2434,110903
1032,215,35389
1032,1519,20323
1030,827,71059
1030,1358,933
1027,926,28944
1025,908,39061
1025,1554,114233
1025,1619,16619
1025,1991,22318
1023,196,256680
1022,1287,25189
1018,823,11960
1017,317,20499
1017,835,39382
1016,2159,6493
1016,604,40926
1014,2002,20954
1013,1618,36486
1013,2116,10067
1010,2067,5505
1009,2547,48671
1009,2547,48671
1009,2547,48671
1008,862,49053
1008,168,589
1007,567,90762
1006,446,17720
1005,630,27287
1004,2263,19879
1004,5000,59160
1000,1563,26117
999,639,55716
999,639,55721
999,639,55727
998,988,2376
997,70,1051
996,955,6439
996,955,6439
994,69,171442
993,2203,14353
992,1834,19514
988,2044,5727
987,959,10983
985,1031,9970
985,986,35716
984,300,67641
983,418,28321
978,3611,5882
978,297,47828
978,417,8305
977,358,67941
977,1852,48265
976,468,6188
975,825,45537
971,1029,61403
968,757,54455
967,967,222737
967,813,18506
967,301,16094
965,1453,2707
963,2376,69908
961,1239,94387
961,358,110657
960,2418,12843
959,1146,6554
958,943,59796
958,1303,58523
956,1142,14701
955,1135,148208
954,588,9313
952,358,49010
950,1330,2690
948,901,1705
948,518,237053
947,221,143993
946,789,47340
945,1147,76899
944,1292,45147
942,1319,18735
942,700,20544
942,882,149181
942,882,149181
940,529,16995
938,1308,2901
938,1856,44601
936,1511,23517
936,1052,1687
934,744,2235
933,1029,17581
931,870,55476
931,716,88469
931,913,197215
929,867,30810
928,961,3848
927,946,78403
927,1408,16920
924,853,22186
924,853,22186
924,853,22189
922,455,122424
920,771,21843
920,1125,25133
919,1454,9288
916,265,782
912,111,315
910,877,19093
909,2970,5766
908,1627,8534
908,339,33793
908,809,10648
905,2693,10870
900,554,5225
896,1485,16957
895,116,1299
894,684,29074
894,749,85559
894,478,39442
893,1294,38382
893,1168,5671
892,2234,24558
891,89,31630
891,395,44776
889,141,24759
889,407,1371
888,227,49493
888,227,49494
887,1789,161929
884,196,23622
884,1078,12390
883,1773,16394
882,900,15798
882,943,20356
882,1204,12757
882,2392,66304
880,2186,13653
880,2186,13655
880,2186,13655
879,601,2539
879,870,58631
878,1405,22366
877,1526,5708
877,3289,76660
877,1018,145
876,1938,41490
876,1026,41166
876,1543,19014
875,598,63298
875,598,63298
875,1743,56763
875,1743,56763
873,871,58631
872,931,37133
871,739,11711
870,1006,12205
870,864,5255
869,1884,6335
869,657,33666
868,185,49221
867,2138,30354
867,640,52842
867,897,12290
866,2388,54726
864,1057,3339
864,831,5735
863,1377,15938
862,480,231576
861,2236,14076
860,614,31337
860,2103,17203
858,1877,54631
857,818,20765
857,4460,37317
854,915,33334
853,1384,1644
852,859,20865
849,1635,23963
848,289,139717
847,725,46611
847,490,34663
845,72,22157
844,603,19187
842,771,11898
841,974,91809
841,865,21019
840,590,73461
840,919,9235
838,625,11954
838,1239,2317
836,707,5002
836,734,12167
836,211,2115
836,4995,277714
836,178,1448
835,959,3505
834,2382,11644
833,592,953
833,1170,26468
832,814,28164
832,713,31882
831,1335,4619
830,74,3201
830,704,74555
829,944,85720
829,944,85720
829,56,1867
829,944,85721
829,944,85724
828,534,249256
827,1213,1646
825,554,24938
825,554,24942
824,679,8228
824,1070,60476
822,1206,15626
817,787,29505
817,795,18697
816,726,75493
816,742,4752
815,500,42652
815,828,14756
813,3506,54900
812,2034,4385
810,975,8692
808,2310,50782
808,353,20403
808,878,1966
808,716,26073
807,744,11585
807,744,11585
807,1874,6311
805,730,8876
804,853,97989
803,1082,14152
803,2092,2260
803,289,3015
802,271,1154
800,613,12613
800,1359,14388
799,424,41967
797,154,42994
796,1230,44690
795,617,2145
795,1436,50528
795,337,45956
794,669,2580
792,1173,13559
788,736,141269
788,5001,4120
787,1617,5847
786,295,107317
785,787,5970
785,787,5970
784,389,15792
780,1593,41474
780,1593,41474
779,967,5775
777,2797,103497
777,632,24178
777,546,16255
773,621,65388
773,1361,12001
772,398,145482
772,435,8711
772,435,8711
770,2142,14970
769,1720,30631
768,366,52464
767,237,1939
764,342,18304
762,677,7594
761,857,31019
759,619,12480
759,390,81628
758,1772,43261
758,974,12927
758,1799,35167
756,707,15432
756,804,114626
754,3223,8782
754,909,27346
753,299,86798
752,3683,23125
749,151,14302
749,745,105905
749,375,21019
748,810,5353
747,754,2180
747,969,8050
747,809,5906
745,755,2994
745,755,2996
745,1080,18922
744,869,49506
744,1513,4380
743,474,38225
742,783,15895
742,732,18709
742,4691,8510
742,732,18713
742,541,54540
742,732,18714
741,1634,23838
741,1634,23839
740,90,21014
740,456,315
740,911,75061
740,412,3645
739,264,5190
737,1574,129704
736,4999,772
734,528,26653
733,233,3848
732,575,4538
730,356,5143
730,322,27409
728,1170,13274
728,1840,5702
727,761,6434
727,640,2740
725,294,11624
725,1103,27904
725,3328,18404
725,1321,1825
723,1087,26467
723,684,20780
722,333,90136
721,1531,4119
721,463,13528
721,986,6269
721,986,6269
721,337,12350
719,980,8040
717,1115,25260
716,686,75374
716,4552,2531
715,291,5328
715,184,101451
713,778,42130
712,1212,2645
712,708,20061
712,210,93669
711,2184,6280
711,353,11594
711,1020,2154
710,534,54435
710,780,50111
710,1573,84210
708,1211,43949
705,1293,10390
705,2011,4090
705,488,85812
704,2641,77439
704,2641,77439
704,2641,77440
701,213,214555
701,701,11120
701,213,214555
700,2020,26822
699,1169,628
699,507,5869
698,515,74500
697,838,4406
696,487,25041
696,154,1411
696,572,85523
696,154,1411
696,3593,87606
696,3593,87606
695,819,15864
695,652,21171
694,975,23587
692,1239,31560
691,236,11268
690,2068,52044
689,330,57458
689,1261,55142
688,2131,78348
688,1512,6754
687,808,5646
686,1164,66808
685,4985,66550
683,1661,24854
683,136,1760
683,729,18772
682,436,45660
681,771,21422
680,1057,15196
680,913,8431
680,576,20747
680,119,6712
678,602,70322
678,642,112881
678,660,9449
678,660,9449
677,1110,9199
677,338,12578
676,338,116369
676,2273,259902
674,439,11546
674,439,11550
672,1016,11058
672,663,110
671,1021,32407
671,34,322782
670,1165,14937
670,656,3299
669,1453,8618
669,1883,10472
669,1453,8618
668,1667,2555
668,272,17095
666,1004,48857
666,275,1232
664,1298,23745
664,427,79261
664,1348,7796
663,611,7483
662,536,18807
662,1030,36857
661,839,2415
661,623,14715
661,392,97353
661,720,4876
661,1892,15114
660,601,38389
659,741,12519
659,361,910
658,709,447
658,556,21960
657,1529,19836
657,684,20834
656,2468,27874
656,1420,9023
656,581,77188
654,771,9418
653,795,60235
651,1455,174965
651,409,31401
650,2480,14235
650,464,118245
649,995,19355
649,609,31893
647,789,8569
646,1070,7369
646,687,11951
645,576,3220
644,129,37221
643,1357,21490
643,608,23
641,771,12667
641,298,9881
640,489,18843
640,463,21623
639,435,37038
639,3007,44043
637,606,1778
637,445,3783
637,789,115884
636,647,18371
636,285,22268
634,795,23838
634,1247,12581
633,299,10554
632,297,22117
632,1339,21358
631,391,1065
630,164,5504
628,516,10425
628,1526,18072
627,136,8321
627,3160,48613
627,1081,32422
626,502,15343
626,1313,7913
626,713,3141
625,751,26019
624,1444,1532
624,363,10622
623,768,54464
622,993,8078
621,576,6744
620,830,4570
620,928,171461
620,830,4570
619,1018,18338
619,311,3997
618,665,6668
618,871,32979
618,439,288
617,130,5157
615,1113,6822
613,1953,15543
613,404,66792
612,310,10172
612,3345,75085
612,1425,21201
611,826,148902
610,499,33550
610,1030,9796
607,356,6630
607,653,30834
606,720,42981
606,1701,9800
604,862,26221
604,427,46798
604,1010,119223
603,975,65651
602,723,33021
601,193,19315
601,576,22240
599,863,90248
599,653,2656
597,564,56991
597,508,23000
597,250,51753
596,779,15175
595,557,9433
595,1498,67818
595,363,30115
595,461,15528
594,900,39948
593,316,2809
591,311,32838
590,683,8335
590,1758,21950
589,602,5907
589,687,794
588,569,129418
588,2589,6875
588,2589,6875
588,986,20394
588,1100,34946
588,809,62408
587,177,74485
585,1302,39188
585,763,2592
585,1656,7850
585,1302,39190
584,312,7832
582,887,27367
582,1794,8363
582,69,10798
581,2916,29746
580,759,8003
578,666,184828
578,298,10679
577,1903,12082
577,517,4888
577,513,76919
576,833,4464
575,986,28262
575,1173,99247
575,823,1785
575,967,2549
574,580,83344
573,1641,17716
572,430,44314
572,1342,923
572,927,3031
572,814,19842
571,200,6576
571,1277,28071
570,233,140171
569,162,16583
569,339,15013
568,464,50084
568,2528,3735
567,944,40905
566,51,15777
566,764,27733
566,764,27733
566,610,7760
565,468,17672
565,565,12351
565,603,40289
564,4993,57929
564,1333,2658
564,983,1759
563,1014,16274
563,55,1382
563,272,99411
563,148,50587
562,440,12792
562,359,11358
561,1028,4115
561,971,7745
561,2235,7983
560,529,15118
560,383,18749
559,499,81073
559,1477,1779
559,689,4776
558,574,46312
558,965,32888
558,1453,2610
556,375,4767
555,584,16973
553,466,15943
552,1138,4715
552,525,20752
552,849,20957
552,557,8053
551,800,39912
551,535,15503
551,1353,22879
551,800,39913
551,912,11118
550,431,7586
550,77,9930
550,153,61163
550,1662,7454
548,240,13405
547,2075,4226
546,315,23775
544,1291,209781
544,1291,209783
544,619,484
544,1529,3137
543,531,7206
543,250,14953
542,545,5410
542,820,19714
541,333,32783
541,31,893
541,563,16736
540,146,4751
540,1255,1885
539,116,9931
539,723,27110
539,563,2009
536,574,10124
535,510,76807
534,280,68495
533,1070,5541
533,200,5722
533,901,2629
532,1425,12738
532,581,3652
532,1197,4737
532,1197,4737
531,690,8184
531,428,4549
531,693,39431
530,1359,2487
530,414,61612
528,2134,18029
528,880,6018
527,268,49404
527,398,10494
527,1079,58310
526,503,62616
526,555,8817
526,314,152932
526,643,47074
524,366,30876
524,987,10657
524,332,101677
524,267,39660
524,449,23510
524,468,5109
523,210,24190
523,516,36163
522,773,6164
522,562,4620
521,1573,11061
521,462,12934
521,1045,15382
520,359,23642
520,359,23642
520,359,23642
520,359,23642
520,359,23642
520,717,36079
519,2060,43241
519,278,9794
518,2059,43240
518,173,3736
517,3596,7413
517,181,25648
517,287,11955
517,813,9275
517,900,14956
516,947,3651
516,296,29298
516,372,18087
516,450,1863
516,372,18087
515,956,4055
514,396,17465
514,502,22282
514,517,109
514,561,11971
514,542,106700
513,147,561
513,431,43751
513,270,18222
513,330,3842
511,1048,13462
510,496,29222
509,1635,2434
509,326,10952
508,748,21326
508,390,24076
507,477,1250
507,671,15277
507,345,44127
506,194,88928
506,770,10823
504,650,39482
504,154,2529
504,861,2027
503,1237,49324
503,443,7110
503,678,43299
503,521,13799
502,509,1291
502,384,12427
502,918,1931
502,392,82870
502,453,5554
500,1,234
499,563,28424
499,563,28424
499,337,19642
499,5000,9132
498,460,13112
497,515,39388
496,2426,20787
495,896,5699
495,545,71582
495,1244,6642
495,471,11411
495,1666,291
494,742,24123
494,283,21844
492,375,1568
492,560,9503
491,850,10190
491,485,128732
491,914,1901
491,850,10202
491,485,128732
491,484,1822
490,450,10067
489,13,61349
489,593,9265
489,513,8540
488,465,3691
488,671,19878
487,232,652
487,325,93584
486,1351,13601
486,101,3009
485,733,576
485,1565,2705
483,208,1505
483,430,8084
483,558,37140
483,414,3568
483,550,13167
483,208,1509
482,499,8365
482,1412,13089
482,1440,24780
480,837,5396
480,2078,45008
480,837,5396
480,524,19181
480,796,13986
480,214,7048
479,269,35298
479,1258,134596
478,2396,31212
478,455,7464
477,828,21656
477,373,10769
477,523,41280
476,1193,29821
476,283,16492
476,886,2719
473,723,4519
473,1790,28433
473,132,50279
473,346,17616
472,218,57445
472,1175,7270
472,917,7067
471,1166,569
470,1223,9595
470,653,7234
469,351,82499
469,714,16566
469,1449,21085
469,1136,45136
468,412,16079
468,568,4630
468,568,4630
468,929,19257
468,710,1372
467,2935,17102
467,784,23147
467,464,4463
467,1327,3568
467,243,4486
466,399,7539
466,441,48354
465,364,3671
465,396,17981
465,104,6977
465,470,64820
465,433,2420
465,658,2720
465,931,8496
464,292,17140
463,581,35261
463,80,44349
463,302,21072
460,1129,14288
458,326,2033
457,221,7782
456,995,42795
456,425,14521
456,995,42795
456,425,14522
456,886,15563
455,1403,3557
455,1403,3557
454,751,10283
453,1282,11879
453,917,6399
453,2609,12451
452,1068,4051
452,231,4736
451,450,2595
450,865,22995
449,630,1625
449,1425,58348
448,168,28207
448,1026,6497
448,453,20658
448,453,20658
448,453,20660
447,2248,14057
446,881,6614
446,290,31064
445,1159,77550
445,433,3286
445,130,36861
444,1062,8294
443,643,5995
443,491,3075
441,513,19122
440,1308,70044
439,534,8920
438,200,4124
438,2078,3582
436,659,45631
435,613,26550
435,464,28385
434,609,34688
434,243,30941
433,1142,3493
432,228,149839
432,228,149851
430,725,148024
430,190,40609
430,373,27290
429,1783,43424
428,1250,71585
428,590,75559
428,1334,13723
427,847,4982
427,460,12600
427,292,34424
426,177,67396
426,938,4274
426,938,4274
426,298,53635
425,760,329985
425,802,46215
423,316,2356
423,683,22282
423,558,42967
422,392,49372
421,369,6017
421,372,15868
420,479,3026
419,324,3614
419,396,1190
419,1073,27070
418,327,13337
418,601,38797
418,380,14182
417,118,41584
417,1604,63509
416,524,149345
415,196,85758
415,569,25490
415,777,6340
415,157,6863
414,1032,5470
413,336,17399
412,564,24081
412,70,3207
411,447,8072
411,306,791
410,354,5936
410,828,3077
409,773,37629
409,773,37629
409,773,37629
408,1011,49972
408,307,18026
408,436,3835
407,115,54646
407,516,14037
407,745,46305
407,417,11959
407,783,16360
406,468,20835
406,1277,8487
406,549,5500
405,643,12662
405,535,1712
405,1064,9560
405,613,1447
405,351,11671
404,1901,4926
404,522,227
403,244,8627
402,1029,4843
401,169,1786
400,474,6860
400,360,21590
400,253,172554
400,601,7008
400,253,172554
399,366,14611
398,172,3433
397,977,40806
396,1387,20667
396,1129,5187
395,1015,4586
395,1177,7013
395,1232,4468
395,363,944
395,409,16223
395,591,28245
395,363,69370
394,22,37350
394,560,8553
393,348,2719
393,30,72623
393,731,37042
393,792,9739
392,836,1736
392,556,13626
391,790,821
391,783,4262
391,678,5207
391,465,3198
391,1826,21286
390,519,11823
390,237,16227
389,395,30601
389,386,319
388,782,15817
388,847,24221
388,265,3907
387,1043,104395
387,1237,29525
387,46,3630
386,370,11870
386,678,2870
385,638,11552
384,1393,5685
383,555,73859
382,275,19345
382,784,1004
382,2279,80057
382,110,3526
382,499,896
380,902,5018
380,308,13024
379,297,15035
379,185,11276
379,225,27278
378,566,3715
378,382,6843
377,304,5205
377,1324,27316
376,567,518
376,1528,1245
375,195,3220
375,1049,23964
375,1070,756
374,165,70921
373,319,31717
373,706,1273
373,812,446
373,319,31727
373,553,11723
372,335,654
372,323,14661
372,1296,6502
371,513,18820
371,100,34733
371,329,1488
371,317,22003
371,1325,9505
371,2481,14073
371,609,7810
371,367,270
371,320,21089
371,435,2301
371,320,21089
370,271,16051
370,573,4251
370,243,41722
369,259,12657
369,379,6006
369,1294,4549
369,299,14097
368,230,6940
367,1012,37127
367,560,4722
367,1204,2430
366,331,13447
366,292,1581
366,1204,2430
366,1780,42352
366,331,13447
365,410,354
365,334,541
365,326,26574
365,460,2936
365,198,20028
364,737,7867
364,544,2589
363,495,10353
363,20,34781
363,20,34781
363,20,34781
363,432,10709
363,468,19486
363,3556,11778
362,525,6223
361,1019,317886
361,1019,317886
361,717,30274
361,1298,14719
360,496,4187
359,341,2136
359,435,1916
359,376,3799
359,435,1916
358,1786,14533
358,61,67484
358,322,29569
358,586,8336
358,346,25113
357,1326,19735
357,611,15297
357,541,31469
357,722,13817
357,612,15298
357,1166,7487
357,532,37205
356,388,20344
356,223,5270
356,647,402
356,679,137
355,259,1457
355,255,45349
355,1231,14093
355,1231,14097
355,1455,6380
355,1231,14097
355,745,10755
355,1231,14097
355,259,4280
355,509,2725
355,1231,14114
354,1392,4382
354,460,35159
354,715,8727
354,230,31955
354,313,27758
353,500,3743
353,500,3743
353,936,80360
353,936,80360
353,936,80360
353,936,80360
353,936,80360
352,667,13486
352,251,11788
351,137,53353
351,357,5806
350,521,14832
350,249,704
349,535,1620
349,495,34300
349,632,13211
348,186,23497
348,185,22768
347,598,2387
347,1403,16330
347,1783,19719
347,287,4242
347,995,15447
347,320,24420
346,232,30569
346,212,150555
346,388,8512
345,66,4060
345,635,6842
345,238,1458
345,1383,5894
345,1238,3038
343,438,12434
343,636,8345
342,508,6647
341,210,837
341,265,2381
341,1542,13536
341,300,12810
341,220,15417
340,761,24667
340,263,6139
340,761,24670
339,589,101775
339,969,6135
339,916,81900
338,67,27733
338,397,45539
338,366,6514
338,455,83121
338,2607,11514
337,447,16384
336,275,5751
336,294,99391
336,275,5751
336,206,40791
335,146,11403
335,760,5128
334,450,16045
334,1040,17067
334,736,6058
334,572,12496
333,935,33278
333,1290,5671
331,1509,26195
331,1900,11854
331,220,785
331,331,3360
331,204,15667
330,593,375083
329,1034,9571
329,485,4833
329,398,64606
329,1035,9573
328,843,9443
328,837,7037
328,259,650
327,254,1854
327,1071,2782
326,270,47320
326,461,2215
326,1862,13655
325,64,24762
325,576,1472
325,157,20730
324,960,6747
324,1158,53162
324,364,1091
323,328,30973
323,478,8797
323,328,30973
323,610,6413
323,283,6834
323,625,2974
322,1420,3785
321,390,233266
321,492,6642
321,590,696
320,242,5946
320,165,2139
320,165,2140
320,775,3516
320,1946,26924
319,351,7339
319,452,1762
319,452,1762
319,1407,10343
319,180,8130
318,806,7598
318,436,2920
318,191,19060
318,811,7365
318,323,19344
318,557,4688
316,103,9398
316,297,471
315,371,5571
315,371,5571
315,446,888
315,582,7307
314,341,3778
314,250,6508
314,1285,4786
314,2046,22204
314,660,571
314,379,8782
314,304,23728
314,318,2063
313,453,29638
312,337,11855
312,615,2552
312,330,11038
312,337,11855
312,323,13880
312,314,13925
311,293,2923
310,77,7102
310,452,5818
309,334,2497
309,143,10778
309,1163,26245
309,865,10509
308,162,210
308,256,23938
307,270,68705
307,310,2790
307,504,4038
307,162,212
307,705,2291
306,302,16499
304,218,39094
304,353,14437
304,685,15255
303,135,297
303,151,16148
301,1408,5653
301,1160,32031
300,67,7070
299,362,19543
299,892,20519
299,367,5793
298,735,19117
298,735,19117
298,135,2061
298,664,3035
297,357,23522
296,77,12820
296,348,6537
296,314,1228
296,388,550
296,460,2611
296,1538,2673
295,509,35396
295,415,4432
295,509,35399
294,315,37430
294,972,3603
294,2162,325085
294,416,13916
293,1353,303855
293,1353,303855
293,368,4534
292,288,400
292,864,7195
292,696,42485
291,630,1637
291,361,10422
291,680,3148
291,3,128533
291,850,31525
291,881,31855
291,466,5928
290,310,1790
290,638,1267
290,386,7076
289,250,7632
289,1286,2286
289,381,154386
289,1782,5292
289,381,154386
288,1084,28163
288,317,16762
288,364,1122
288,1472,792
288,382,22368
288,643,16474
288,605,236502
288,945,9003
288,911,24264
288,2327,13918
286,588,14463
286,167,5641
286,941,3060
285,1213,133
285,707,8427
285,989,29343
285,1229,1588
285,1213,135
284,1976,3308
284,120,36490
284,742,248
284,63,35175
284,434,23576
283,542,1393
283,592,2328
282,1057,2122
282,300,8825
281,101,138198
281,685,3294
279,719,4514
279,380,6786
279,292,12121
279,833,16536
279,833,16536
278,294,3306
278,294,3307
278,294,3307
278,294,3307
278,294,3307
278,294,3307
278,294,3307
278,79,18127
278,670,35856
278,389,400
277,376,4073
277,289,310106
277,1750,82215
277,289,310106
276,1656,7244
276,216,1364
276,652,1441
276,484,4646
276,1736,12772
275,544,4295
275,193,64278
275,190,80
275,394,35780
275,246,4391
275,475,2376
275,460,7098
275,380,26899
274,148,4769
274,315,865
274,1177,4177
274,592,22372
274,319,18833
274,364,16773
274,294,1139
274,242,2233
273,742,3931
272,419,2569
272,163,3288
271,229,27635
271,411,20164
271,302,2113
271,608,109497
271,1762,17677
270,579,2219
270,647,2055
270,1040,2018
269,240,6977
269,1990,9439
269,146,34661
269,223,11307
269,1179,1573
269,223,11309
269,856,28447
268,887,12981
268,203,3461
267,348,17265
267,606,58547
267,676,45281
267,0,47406
267,497,7034
266,155,19286
266,490,608
266,416,2437
266,257,2231
266,333,3666
266,790,8665
266,271,8224
265,278,12865
265,248,72748
265,118,24243
264,496,591
264,134,7829
264,675,2321
263,718,26357
262,423,2773
262,517,89578
262,423,2773
262,670,11289
260,237,2308
260,435,1941
260,2207,12886
260,499,77572
259,289,12190
259,509,108638
259,349,2048
258,541,54813
258,451,13715
258,344,22006
257,261,3164
257,479,61054
257,479,61054
256,343,18498
256,406,530
256,550,9558
255,540,1484
255,471,2773
255,147,18700
